id	image_src	name	size	type	speed	source	alignment	ac	armour_type	hp	hp_dice	strength	dexterity	constitution	intelligence	wisdom	charisma	skill	vulnerable	save	passive_perception	immune_to	condition_immune	languages	challenge_rating	senses	resistances	spells	spell_slots	traits	actions	reactions	legendary
ghast	ghast.png	Ghast	medium	undead	30 ft	Monster Manual	chaotic evil	13		36	8d8	16	17	10	11	10	8				10	necrotic	poisoned	common	2	darkvision 60 ft				"stench, turn defiance"	"bite, claws"		
ghost	ghost.png	Ghost	medium	undead	"0 ft, fly 40 ft"	Monster Manual	any alignment	11		45	10d8	7	13	10	10	12	17				11	"cold, necrotic, poison"	"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained"	any languages it knew in life	4	darkvision 60 ft	"acid, fire, lightning, thunder, bludgeoning, piercing,  slashing from nonmagical weapons"			"ethereal sight, incorporeal movement"	"withering touch, etherealness, horrifying visage, possession"		
ghoul	ghoul.png	Ghoul	medium	undead	30 ft	Monster Manual	chaotic evil	12		22	5d8	13	15	10	7	10	6				10		poisoned	common	1	darkvision 60 ft					"bite, claws"		
giant_ape	giant_ape.png	Giant Ape	huge	beast	"40 ft, climb 40 ft"	Monster Manual	unaligned	12		157	15d12+60	23	14	18	7	12	7	"Athletics +9, Perception +4"			14				7						"multiattack, fist, rock"		
giant_badger	giant_badger.png	Giant Badger	medium	beast	"30 ft, burrow 10 ft"	Monster Manual	unaligned	10		13	2d8+4	13	10	15	2	12	5				11				0.25	darkvision 30 ft				keen smell	"multiattack, bite, claws"		
giant_bat	giant_bat.png	Giant Bat	large	beast	"10 ft, fly 60 ft"	Monster Manual	unaligned	13		22	4d10	15	16	11	2	12	6				11				0.25	blindsight 60 ft				"echolocation, keen hearing"	bite		
giant_boar	giant_boar.png	Giant Boar	large	beast	40 ft	Monster Manual	unaligned	12	natural armor	42	5d10+5	17	10	16	2	7	5				8				2					"charge, relentless"	tusk		
giant_centipede	giant_centipede.png	Giant Centipede	small	beast	"30 ft, climb 30 ft"	Monster Manual	unaligned	13	natural armor	4	1d6+1	5	14	12	1	7	3				8				0.25	blindsight 30 ft					bite		
giant_constrictor_snake	giant_constrictor_snake.png	Giant Constrictor Snake	huge	beast	"30 ft, swim 30 ft"	Monster Manual	unaligned	12		60	8d12+8	19	14	12	1	10	3	Perception +2			12				2	blindsight 10 ft					"bite, constrict"		
giant_crab	giant_crab.png	Giant Crab	medium	beast	"30 ft, swim 30 ft"	Monster Manual	unaligned	15	natural armor	13	3d8	13	15	11	1	9	3	Stealth +4			9				0.125	blindsight 30 ft				amphibious	claw		
giant_crocodile	giant_crocodile.png	Giant Crocodile	huge	beast	"30 ft, swim 50 ft"	Monster Manual	unaligned	14	natural armor	85	9d12+27	21	9	17	2	10	7	Stealth +5			10				5					hold breath	"multiattack, bite, tail"		
giant_eagle	giant_eagle.png	Giant Eagle	large	beast	"10 ft, fly 80 ft"	Monster Manual	neutral good	13		26	4d10+4	16	17	13	8	14	10	Perception +4			14			"giant eagle, understands common and auran, can't speak"	1					keen sight	"multiattack, beak, talons"		
giant_elk	giant_elk.png	Giant Elk	huge	beast	60 ft	Monster Manual	unaligned	15	natural armor	42	5d12+10	19	16	14	7	14	10	Perception +4			14			"giant elk, understands common, elvish, and sylvan, can't speak"	2					charge	"ram, hooves"		
giant_fire_beetle	giant_fire_beetle.png	Giant Fire Beetle	small	beast	30 ft	Monster Manual	unaligned	13	natural armor	4	1d6+1	8	10	12	1	7	3				8				0	blindsight 30 ft				illumination	bite		
giant_fly	giant_fly.png	Giant Fly	large	beast	"30 ft, fly 60 ft"	Monster Manual	unaligned	11		19	3d10+3	14	13	13	2	10	3				10				0	darkvision 60 ft							
giant_frog	giant_frog.png	Giant Frog	medium	beast	"30 ft, swim 30 ft"	Monster Manual	unaligned	11		18	4d8	12	13	11	2	10	3	"Perception +2, Stealth +3"			12				0.25	darkvision 30 ft				"amphibious, standing leap"	"bite, swallow"		
giant_goat	giant_goat.png	Giant Goat	large	beast	40 ft	Monster Manual	unaligned	11	natural armor	19	3d10+3	17	11	12	3	12	6				11				0.5					"charge, sure-footed"	ram		
giant_hyena	giant_hyena.png	Giant Hyena	large	beast	50 ft	Monster Manual	unaligned	12		45	6d10+12	16	14	14	2	12	7	Perception +3			13				1					rampage	bite		
giant_lizard	giant_lizard.png	Giant Lizard	large	beast	"30 ft, climb 30 ft"	Monster Manual	unaligned	12	natural armor	19	3d10+3	15	12	13	2	10	5				10				0.25	darkvision 30 ft				"variant: hold breath, variant: spider climb"	bite		
giant_octopus	giant_octopus.png	Giant Octopus	large	beast	"10 ft, swim 60 ft"	Monster Manual	unaligned	11		52	8d10+8	17	13	13	4	10	4	"Perception +4, Stealth +5"			14				1	darkvision 60 ft				"hold breath, underwater camouflage, water breathing"	"tentacles, ink cloud"		
giant_owl	giant_owl.png	Giant Owl	large	beast	"5 ft, fly 60 ft"	Monster Manual	neutral	12		19	3d10+3	13	15	12	8	13	10	"Perception +5, Stealth +4"			15			"giant owl, understands common, elvish, and sylvan, can't speak"	0.25	darkvision 120 ft				"flyby, keen hearing and sight"	talons		
giant_poisonous_snake	giant_poisonous_snake.png	Giant Poisonous Snake	medium	beast	"30 ft, swim 30 ft"	Monster Manual	unaligned	14		11	2d8+2	10	18	13	2	10	3	Perception +2			12				0.25	blindsight 10 ft					bite		
giant_rat	giant_rat.png	Giant Rat	small	beast	30 ft	Monster Manual	unaligned	12		7	2d6	7	15	11	2	10	4				10				0.125	darkvision 60 ft				"keen smell, pack tactics"	bite		
giant_scorpion	giant_scorpion.png	Giant Scorpion	large	beast	40 ft	Monster Manual	unaligned	15	natural armor	52	7d10+14	15	13	15	1	9	3				9				3	blindsight 60 ft					"claw, multiattack, sting"		
giant_sea_horse	giant_sea_horse.png	Giant Sea Horse	large	beast	"0 ft, swim 40 ft"	Monster Manual	unaligned	13	natural armor	16	3d10	12	15	11	2	12	5				11				0.5					"charge, water breathing"	ram		
giant_shark	giant_shark.png	Giant Shark	huge	beast	swim 50 ft	Monster Manual	unaligned	13	natural armor	126	11d12+55	23	11	21	1	10	5	Perception +3			13				5	blindsight 60 ft				"blood frenzy, water breathing"	bite		
giant_spider	giant_spider.png	Giant Spider	large	beast	"30 ft, climb 30 ft"	Monster Manual	unaligned	14	natural armor	26	4d10+4	14	16	12	2	11	4	Stealth +7			10				1	"blindsight 10 ft, darkvision 60 ft"				"spider climb, web sense, web walker"	"bite, web"		
giant_toad	giant_toad.png	Giant Toad	large	beast	"20 ft, swim 40 ft"	Monster Manual	unaligned	11		39	6d10+6	15	13	13	2	10	3				10				1	darkvision 30 ft				"amphibious, standing leap"	"bite, swallow"		
giant_vulture	giant_vulture.png	Giant Vulture	large	beast	"10 ft, fly 60 ft"	Monster Manual	neutral evil	10		22	3d10+6	15	10	15	6	12	7	Perception +3			13			"understands common, can't speak"	1					"keen sight and smell, pack tactics"	"multiattack, beak, talons"		
giant_wasp	giant_wasp.png	Giant Wasp	medium	beast	"10 ft, fly 50 ft, swim 50 ft"	Monster Manual	unaligned	12		13	3d8	10	14	10	1	10	3				10				0.5						sting		
giant_weasel	giant_weasel.png	Giant Weasel	medium	beast	40 ft	Monster Manual	unaligned	13		9	2d8	11	16	10	4	12	5	"Perception +3, Stealth +5"			13				0.125	darkvision 60 ft				keen hearing and smell	bite		
giant_wolf_spider	giant_wolf_spider.png	Giant Wolf Spider	medium	beast	"40 ft, climb 40 ft"	Monster Manual	unaligned	13		11	2d8+2	12	16	13	3	12	4	"Perception +3, Stealth +7"			13				0.25	"blindsight 10 ft, darkvision 60 ft"				"spider climb, web sense, web walker"	bite		
gibbering_mouther	gibbering_mouther.png	Gibbering Mouther	medium	aberration	"10 ft, swim 10 ft"	Monster Manual	neutral	9		67	9d8+27	10	8	16	3	10	6				10		prone		2	darkvision 60 ft				"aberrant ground, gibbering"	"multiattack, bites, blinding spittle"		
githyanki_knight	githyanki_knight.png	Githyanki Knight	medium	"humanoid, gith"	30 ft	Monster Manual	lawful evil	18	plate	91	14d8+28	16	14	15	14	14	15			"con +5, int +5, wis +5"	12			gith	8			"mage hand, jump, misty step, nondetection, tongues, plane shift, telekinesis"		innate spellcasting	"multiattack, silver greatsword"		
githyanki_warrior	githyanki_warrior.png	Githyanki Warrior	medium	"humanoid, gith"	30 ft	Monster Manual	lawful evil	17	half plate	49	9d8+9	15	14	12	13	13	10			"con +3, int +3, wis +3"	11			gith	3			"mage hand, jump, misty step, nondetection"		innate spellcasting	"multiattack, greatsword"		
githzerai_monk	githzerai_monk.png	Githzerai Monk	medium	"humanoid, gith"	30 ft	Monster Manual	lawful neutral	14		38	7d8+7	12	15	12	13	14	10	"Insight +4, Perception +4"		"str +3, dex +4, int +3, wis +4"	14			gith	2			"mage hand, feather fall, jump, see invisibility, shield"		"innate spellcasting, psychic defense"	"multiattack, unarmed strike"		
githzerai_zerth	githzerai_zerth.png	Githzerai Zerth	medium	"humanoid, gith"	30 ft	Monster Manual	lawful neutral	17		84	13d8+26	13	18	15	16	17	12	"Arcana +6, Insight +6, Perception +6"		"str +4, dex +7, int +6, wis +6"	16			gith	6			"mage hand, feather fall, jump, see invisibility, shield"		"innate spellcasting, psychic defense"	"multiattack, unarmed strike"		
glabrezu	glabrezu.png	Glabrezu	large	"fiend, demon"	40 ft	Monster Manual	chaotic evil	17	natural armor	157	15d10+75	20	15	21	19	17	16			"str +9, con +9, wis +7, cha +7"	13	poison	poisoned	"abyssal, telepathy 120 ft"	9	truesight 120 ft	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical weapons"	"darkness, detect magic, dispel magic, confusion, fly, power word stun"		"innate spellcasting, magic resistance"	"multiattack, pincer, fist, variant: summon demon"		
gladiator	gladiator.png	Gladiator	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	16	"studded leather, shield"	112	15d8+45	18	15	16	10	12	15	"Athletics +10, Intimidation +5"		"str +7, dex +5, con +6"	11			any one language (usually common)	5					"brave, brute"	"multiattack, spear, shield bash"	parry	
gnoll	gnoll.png	Gnoll	medium	"humanoid, gnoll"	30 ft	Monster Manual	chaotic evil	15	"hide armor, shield"	22	5d8	14	12	11	6	10	7				10			gnoll	0.5	darkvision 60 ft				rampage	"bite, spear, longbow"		
gnoll_fang_of_yeenoghu	gnoll_fang_of_yeenoghu.png	Gnoll Fang of Yeenoghu	medium	"humanoid, gnoll"	30 ft	Monster Manual	chaotic evil	14	hide armor	65	10d8+20	17	15	15	10	11	13			"con +4, wis +2, cha +3"	10			"abyssal, gnoll"	4	darkvision 60 ft				rampage	"multiattack, bite, claw"		
gnoll_pack_lord	gnoll_pack_lord.png	Gnoll Pack Lord	medium	"humanoid, gnoll"	30 ft	Monster Manual	chaotic evil	15	chain shirt	49	9d8+9	16	14	13	8	11	9				10			gnoll	2	darkvision 60 ft				rampage	"multiattack, bite, glaive, longbow, incite rampage"		
goat	goat.png	Goat	medium	beast	40 ft	Monster Manual	unaligned	10		4	1d8	12	10	11	2	10	5				10				0					"charge, sure-footed"	ram		
goblin	goblin.png	Goblin	small	"humanoid, goblinoid"	30 ft	Monster Manual	neutral evil	15	"leather armor, shield"	7	2d6	8	14	10	10	8	8	Stealth +6			9			"common, goblin"	0.25	darkvision 60 ft				nimble escape	"scimitar, shortbow"		
goblin_boss	goblin_boss.png	Goblin Boss	small	"humanoid, goblinoid"	30 ft	Monster Manual	neutral evil	17	"chain shirt, shield"	21	6d6	10	14	10	10	8	10	Stealth +6			9			"common, goblin"	1	darkvision 60 ft				nimble escape	"multiattack, scimitar, javelin"	redirect attack	
gold_dragon_wyrmling	gold_dragon_wyrmling.png	Gold Dragon Wyrmling	medium	dragon	"30 ft, fly 60 ft, swim 30 ft"	Monster Manual	lawful good	17	natural armor	60	8d8+24	19	14	17	14	11	16	"Perception +4, Stealth +4"		"dex +4, con +5, wis +2, cha +5"	14	fire		draconic	3	"blindsight 10 ft, darkvision 60 ft"				amphibious	"bite, breath weapons"		
gorgon	gorgon.png	Gorgon	large	monstrosity	40 ft	Monster Manual	unaligned	19	natural armor	114	12d10+48	20	11	18	2	12	7	Perception +4			14	petrified			5	darkvision 60 ft				trampling charge	"gore, hooves, petrifying breath"		
goristro	goristro.png	Goristro	huge	"fiend, demon"	40 ft	Monster Manual	chaotic evil	19	natural armor	310	23d12+161	25	11	15	6	13	14	Perception +7		"str +13, dex +6, con +13, wis +7"	17	poison	poisoned	abyssal	17	darkvision 120 ft	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical weapons"			"charge, labyrinthine recall, magic resistance, siege monster"	"multiattack, fist, hoof, gore"		
gray_ooze	gray_ooze.png	Gray Ooze	medium	ooze	"10 ft, climb 10 ft"	Monster Manual	unaligned	8		22	3d8+9	12	6	16	1	6	2	Stealth +2			8		"blinded, charmed, deafened, exhaustion, frightened, prone"		0.5	blindsight 60 ft (blind beyond this radius)	"acid, cold, fire"			"amorphous, corrode metal, false appearance"	pseudopod		
gray_slaad	gray_slaad.png	Gray Slaad	medium	"aberration, shapechanger"	30 ft	Monster Manual	chaotic neutral	18	natural armor	127	17d8+51	17	17	16	13	8	14	"Arcana +5, Perception +6"			16			"slaad, telepathy 60 ft"	9	"blindsight 60 ft, darkvision 60 ft"	"acid, cold, fire, lightning, thunder"	"detect magic, detect thoughts, invisibility, mage hand, major image, fear, fly, fireball, tongues, plane shift"		"shapechanger, innate spellcasting, magic resistance, magic weapons, regeneration, variant: control gem"	"multiattack, bite, claws, greatsword"		
green_dragon_wyrmling	green_dragon_wyrmling.png	Green Dragon Wyrmling	medium	dragon	"30 ft, fly 60 ft, swim 30 ft"	Monster Manual	lawful evil	17	natural armor	38	7d8+7	15	12	13	14	11	13	"Perception +4, Stealth +3"		"dex +3, con +3, wis +2, cha +3"	14	poison	poisoned	draconic	2	"blindsight 10 ft, darkvision 60 ft"				amphibious	"bite, poison breath"		
green_hag	green_hag.png	Green Hag	medium	fey	30 ft	Monster Manual	neutral evil	17	natural armor	82	11d8+33	18	12	16	13	14	14	"Arcana +3, Deception +4, Perception +4, Stealth +3"			14			"common, draconic, sylvan"	3	darkvision 60 ft		"dancing lights, minor illusion, vicious mockery, identify, ray of sickness, hold person, locate object, bestow curse, counterspell, lightning bolt, phantasmal killer, polymorph, contact other plane, scrying, eyebite"		"amphibious, innate spellcasting, mimicry, hag coven, shared spellcasting, hag eye"	"claws, illusory appearance, invisible passage"		
green_slaad	green_slaad.png	Green Slaad	large	"aberration, shapechanger"	30 ft	Monster Manual	chaotic neutral	16	natural armor	127	15d10+45	18	15	16	11	8	12	"Arcana +3, Perception +2"			12			"slaad, telepathy 60 ft"	8	"blindsight 30 ft, darkvision 60 ft"	"acid, cold, fire, lightning, thunder"	"detect magic, detect thoughts, mage hand, fear, invisibility, fireball"		"shapechanger, innate spellcasting, magic resistance, regeneration, variant: control gem"	"multiattack, bite, claw, staff, hurl flame"		
grell	grell.png	Grell	medium	aberration	"10 ft, fly 30 ft"	Monster Manual	neutral evil	12		55	10d8+10	15	14	13	12	11	9	"Perception +4, Stealth +6"			14	lightning	"blinded, prone"	grell	3	blindsight 60 ft (blind beyond this radius)					"multiattack, tentacles, beak"		
grick	grick.png	Grick	medium	monstrosity	"30 ft, climb 30 ft"	Monster Manual	neutral	14	natural armor	27	6d8	14	14	11	3	14	5				12				2	darkvision 60 ft	"bludgeoning, piercing,  slashing damage from nonmagical weapons"			stone camouflage	"multiattack, tentacles, beak"		
grick_alpha	grick_alpha.png	Grick Alpha	large	monstrosity	"30 ft, climb 30 ft"	Monster Manual	neutral	18	natural armor	75	10d10+20	18	16	15	4	14	9				12				7	darkvision 60 ft	"bludgeoning, piercing,  slashing damage from nonmagical weapons"			stone camouflage	"multiattack, tail, tentacles, beak"		
griffon	griffon.png	Griffon	large	monstrosity	"30 ft, fly 80 ft"	Monster Manual	unaligned	12		59	7d10+21	18	15	16	2	13	8	Perception +5			15				2	darkvision 60 ft				keen sight	"multiattack, beak, claws"		
grimlock	grimlock.png	Grimlock	medium	"humanoid, grimlock"	30 ft	Monster Manual	neutral evil	11		11	2d8+2	16	12	12	9	8	6	"Athletics +5, Perception +3, Stealth +3"			13	blinded		undercommon	0.25	blindsight 30 ft or 10 ft while deafened (blind beyond this radius)				"blind senses, keen hearing and smell, stone camouflage"	spiked bone club		
guard	guard.png	Guard	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	16	"chain shirt, shield"	11	2d8+2	13	12	12	10	11	10	Perception +2			12			any one language (usually common)	0.125						spear		
guardian_naga	guardian_naga.png	Guardian Naga	large	monstrosity	40 ft	Monster Manual	lawful good	18	natural armor	127	15d10+45	19	18	16	16	19	18			"dex +8, con +7, int +7, wis +8, cha +8"	14	poison	"charmed, poisoned"	"celestial, common"	10	darkvision 60 ft		"mending, sacred flame, thaumaturgy, command, cure wounds, shield of faith, calm emotions, hold person, bestow curse, clairvoyance, banishment, freedom of movement, flame strike, geas, true seeing"	"4,3,3,3,2,1,0,0,0"	"rejuvenation, spellcasting"	"bite, spit poison"		
gynosphinx	gynosphinx.png	Gynosphinx	large	monstrosity	"40 ft, fly 60 ft"	Monster Manual	lawful neutral	17	natural armor	136	16d10+48	18	15	16	18	18	18	"Arcana +12, History +12, Perception +8, Religion +8"			18	psychic	"charmed, frightened"	"common, sphinx"	11	truesight 120 ft	"bludgeoning, piercing,  slashing from nonmagical weapons"	"mage hand, minor illusion, prestidigitation, detect magic, identify, shield, darkness, locate object, suggestion, dispel magic, remove curse, tongues, banishment, greater invisibility, legend lore"	"4,3,3,3,1,0,0,0,0"	"inscrutable, magic weapons, spellcasting"	"multiattack, claw"		"claw attack, teleport, cast a spell"
half-ogre	half-ogre_(ogrillon).png	Half-Ogre	large	giant	30 ft	Monster Manual	any chaotic alignment	12	hide armor	30	4d10+8	17	10	14	7	9	10				9			"common, giant"	1	darkvision 60 ft					"battleaxe, javelin"		
harpy	harpy.png	Harpy	medium	monstrosity	"20 ft, fly 40 ft"	Monster Manual	chaotic evil	11		38	7d8+7	12	13	12	7	10	13				10			common	1						"multiattack, claws, club, luring song"		
hawk	hawk.png	Hawk	tiny	beast	"10 ft, fly 60 ft"	Monster Manual	unaligned	13		1	1d4-1	5	16	8	2	14	6	Perception +4			14				0					keen sight	talons		
hell_hound	hell_hound.png	Hell Hound	medium	fiend	50 ft	Monster Manual	lawful evil	15	natural armor	45	7d8+14	17	12	14	6	13	6	Perception +5			15	fire		"understands infernal, can't speak it"	3	darkvision 60 ft				"keen hearing and smell, pack tactics"	"bite, fire breath"		
helmed_horror	helmed_horror.png	Helmed Horror	medium	construct	"30 ft, fly 30 ft"	Monster Manual	unaligned	20	"plate, shield"	60	8d8+24	18	13	16	10	10	10	Perception +4			14	"force, necrotic, poison"	"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, stunned"	"understands the languages of its creator, can't speak"	4	blindsight 60 ft (blind beyond this radius)	"bludgeoning, piercing,  slashing from nonmagical weapons that aren't adamantine"			"magic resistance, spell immunity"	"multiattack, longsword"		
hezrou	hezrou.png	Hezrou	large	"fiend, demon"	30 ft	Monster Manual	chaotic evil	16	natural armor	136	13d10+65	19	17	20	5	12	13			"str +7, con +8, wis +4"	11	poison	poisoned	"abyssal, telepathy 120 ft"	8	darkvision 120 ft	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical weapons"			"magic resistance, stench"	"multiattack, bite, claws, variant: summon demon"		
hill_giant	hill_giant.png	Hill Giant	huge	giant	40 ft	Monster Manual	chaotic evil	13	natural armor	105	10d12+40	21	8	19	5	9	6	Perception +2			12			giant	5						"squash, multiattack, greatclub, rock"		
hippogriff	hippogriff.png	Hippogriff	large	monstrosity	"40 ft, fly 60 ft"	Monster Manual	unaligned	11		19	3d10+3	17	13	13	2	12	8	Perception +5			15				1					keen sight	"multiattack, beak, claws"		
hobgoblin	hobgoblin.png	Hobgoblin	medium	"humanoid, goblinoid"	30 ft	Monster Manual	lawful evil	18	"chain mail, shield"	11	2d8+2	13	12	12	10	10	9				10			"common, goblin"	0.5	darkvision 60 ft				martial advantage	"longsword, longbow"		
hobgoblin_captain	hobgoblin_captain.png	Hobgoblin Captain	medium	"humanoid, goblinoid"	30 ft	Monster Manual	lawful evil	17	half plate	39	6d8+12	15	14	14	12	10	13				10			"common, goblin"	3	darkvision 60 ft				martial advantage	"multiattack, greatsword, javelin, leadership"		
hobgoblin_warlord	hobgoblin_warlord.png	Hobgoblin Warlord	medium	"humanoid, goblinoid"	30 ft	Monster Manual	lawful evil	20	"plate, shield"	97	13d8+39	16	14	16	14	11	15			"int +5, wis +3, cha +5"	10			"common, goblin"	6	darkvision 60 ft				martial advantage	"multiattack, longsword, shield bash, javelin, leadership"	parry	
homunculus	homunculus.png	Homunculus	tiny	construct	"20 ft, fly 40 ft"	Monster Manual	neutral	13	natural armor	5	2d4	4	15	11	10	10	7				10	poison	"charmed, poisoned"	"understands the languages of its creator, can't speak"	0	darkvision 60 ft				telepathic bond	bite		
hook_horror	hook_horror.png	Hook Horror	large	monstrosity	"30 ft, climb 30 ft"	Monster Manual	neutral	15	natural armor	75	10d10+20	18	10	15	6	12	7	Perception +3			13			hook horror	3	"blindsight 60 ft, darkvision 10 ft"				"echolocation, keen hearing"	"multiattack, hook"		
horned_devil	horned_devil.png	Horned Devil	large	"fiend, devil"	"20 ft, fly 60 ft"	Monster Manual	lawful evil	18	natural armor	178	17d10+85	22	17	21	12	16	17			"str +10, dex +7, wis +7, cha +7"	13	"fire, poison"	poisoned	"infernal, telepathy 120 ft"	11	darkvision 120 ft	"cold, bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"devil's sight, magic resistance"	"multiattack, fork, tail, hurl flame"		
hunter_shark	hunter_shark.png	Hunter Shark	large	beast	swim 40 ft	Monster Manual	unaligned	12	natural armor	45	6d10+12	18	13	15	1	10	4	Perception +2			12				2	darkvision 30 ft				"blood frenzy, water breathing"	bite		
hydra	hydra.png	Hydra	huge	monstrosity	"30 ft, swim 30 ft"	Monster Manual	unaligned	15	natural armor	172	15d12+75	20	12	20	2	10	7	Perception +6			16				8	darkvision 60 ft				"hold breath, multiple heads, reactive heads, wakeful"	"multiattack, bite"		
hyena	hyena.png	Hyena	medium	beast	50 ft	Monster Manual	unaligned	11		5	1d8+1	11	13	12	2	12	5	Perception +3			13				0					pack tactics	bite		
ice_devil	ice_devil.png	Ice Devil	large	"fiend, devil"	40 ft	Monster Manual	lawful evil	18	natural armor	180	19d10+76	21	14	18	18	15	18			"dex +7, con +9, wis +7, cha +9"	12	"fire, poison"	poisoned	"infernal, telepathy 120 ft"	14	"blindsight 60 ft, darkvision 120 ft"	"bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"devil's sight, magic resistance"	"multiattack, bite, claws, tail, wall of ice"		
ice_devil_spear	ice_devil_spear.png	Ice Devil Spear	large	"fiend, devil"	40 ft	Monster Manual	lawful evil	18	natural armor	180	19d10+76	21	14	18	18	15	18			"dex +7, con +9, wis +7, cha +9"	12	"fire, poison"	poisoned	"infernal, telepathy 120 ft"	14	"blindsight 60 ft, darkvision 120 ft"	"bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"devil's sight, magic resistance"	"multiattack, ice spear, bite, claws, tail, wall of ice"		
ice_mephit	ice_mephit.png	Ice Mephit	small	elemental	"30 ft, fly 30 ft"	Monster Manual	neutral evil	11		21	6d6	7	13	10	9	11	12	"Perception +2, Stealth +3"	"bludgeoning, fire"		12	"cold, poison"	poisoned	"aquan, auran"	0.5	darkvision 60 ft		fog cloud		"death burst, false appearance, innate spellcasting"	"claws, frost breath, variant: summon mephits"		
imp	imp.png	Imp	tiny	"fiend, devil"	"20 ft, fly 40 ft"	Monster Manual	lawful evil	13		10	3d4+3	6	17	13	11	12	14	"Deception +4, Insight +3, Persuasion +4, Stealth +5"			11	"fire, poison"	poisoned	"infernal, common"	1	darkvision 120 ft	"cold, bludgeoning, piercing,  slashing from nonmagical/nonsilver weapons"			"shapechanger, devil's sight, magic resistance, variant: familiar"	"sting, invisibility"		
intellect_devourer	intellect_devourer.png	Intellect Devourer	tiny	aberration	40 ft	Monster Manual	lawful evil	12		21	6d4+6	6	14	13	12	11	10	"Perception +2, Stealth +4"			12		blinded	"understands deep speech, can't speak, telepathy 60 ft"	2	blindsight 60 ft (blind beyond this radius)	"bludgeoning, piercing,  slashing from nonmagical weapons"			detect sentience	"multiattack, claws, devour intellect, body thief"		
invisible_stalker	invisible_stalker.png	Invisible Stalker	medium	elemental	"50 ft, fly 50 ft"	Monster Manual	neutral	14		104	16d8+32	16	19	14	10	15	11	"Perception +8, Stealth +10"			18	poison	"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious"	"auran, understands common but doesn't speak it"	6	darkvision 60 ft	"bludgeoning, piercing,  slashing from nonmagical weapons"			"invisibility, faultless tracker"	"multiattack, slam"		
iron_golem	iron_golem.png	Iron Golem	large	construct	30 ft	Monster Manual	unaligned	20	natural armor	210	20d10+100	24	9	20	3	11	1				10	"fire, poison, psychic, bludgeoning, piercing, slashing from nonmagical weapons that aren't adamantine"	"charmed, exhaustion, frightened, paralyzed, petrified, poisoned"	"understands the languages of its creator, can't speak"	16	darkvision 120 ft				"fire absorption, immutable form, magic resistance, magic weapons"	"multiattack, slam, sword, poison breath"		
jackal	jackal.png	Jackal	small	beast	40 ft	Monster Manual	unaligned	12		3	1d6	8	15	11	3	12	6	Perception +3			13				0					"keen hearing and smell, pack tactics"	bite		
jackalwere	jackalwere.png	Jackalwere	medium	"humanoid, shapechanger"	40 ft	Monster Manual	chaotic evil	12		18	4d8	11	15	11	13	11	10	"Deception +4, Perception +2, Stealth +4"			12	"bludgeoning, piercing, slashing damage from nonmagical weapons that aren't silvered"		common (can't speak in jackal form)	0.5					"shapechanger, keen hearing and smell, pack tactics"	"bite, scimitar, sleep gaze"		
kenku	kenku.png	Kenku	medium	"humanoid, kenku"	30 ft	Monster Manual	chaotic neutral	13		13	3d8	10	16	10	11	10	10	"Deception +4, Perception +2, Stealth +5"			12			understands auran and common but speaks only through the use of its mimicry trait	0.25					"ambusher, mimicry"	"shortsword, shortbow"		
killer_whale	killer_whale.png	Killer Whale	huge	beast	swim 60 ft	Monster Manual	unaligned	12	natural armor	90	12d12+12	19	10	13	3	12	7	Perception +3			13				3	blindsight 120 ft				"echolocation, hold breath, keen hearing"	bite		
knight	knight.png	Knight	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	18	plate	52	8d8+16	16	11	14	11	11	15			"con +4, wis +2"	10			any one language (usually common)	3					brave	"multiattack, greatsword, heavy crossbow, leadership"	parry	
kobold	kobold.png	Kobold	small	"humanoid, kobold"	30 ft	Monster Manual	lawful evil	12		5	2d6-2	7	15	9	8	7	8				8			"common, draconic"	0.125	darkvision 60 ft				"sunlight sensitivity, pack tactics"	"dagger, sling"		
kraken	kraken.png	Kraken	Gargantuan	"monstrosity, titan"	"20 ft, swim 60 ft"	Monster Manual	chaotic evil	18	natural armor	472	27d20+189	30	11	25	22	18	20			"str +17, dex +7, con +14, int +13, wis +11"	14	"lightning, bludgeoning, piercing, slashing from nonmagical weapons"	"frightened, paralyzed"	"understands abyssal, celestial, infernal, and primordial, can't speak, telepathy 120 ft"	23	truesight 120 ft				"amphibious, freedom of movement, siege monster"	"multiattack, bite, tentacle, fling, lightning storm"		"tentacle attack or fling, lightning storm, ink cloud"
